Gene,Product,Category,Tier
GGH90_01605,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
GGH90_01515,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GMC75_00765,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GMC75_08735,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GMC75_06635,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GMC75_02465,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GM543_10840,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GM543_10410,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
GM543_13010,LacI family transcriptional regulator,Lactose tolerance,Supportive
GM536_13780,LacI family transcriptional regulator,Lactose tolerance,Supportive
GM536_10855,LacI family transcriptional regulator,Lactose tolerance,Supportive
GM536_12095,LacI family transcriptional regulator,Lactose tolerance,Supportive
GM536_13165,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GM536_14520,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GM536_06975,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
GGH11_04755,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GGH11_00980,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GGH11_01605,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
GGH11_01515,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GGH11_00605,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
GEZ69_07885,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GEZ69_09520,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GKS16_02945,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GKS16_06515,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GKS16_07920,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GMC80_01360,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GMC80_08700,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GLP18_01310,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
GLP18_03765,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
GLP18_05610,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GLP18_07175,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
GLP18_07770,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
G5B50_04855,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
G5B50_00900,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
G5B50_08270,LacI family transcriptional regulator,Lactose tolerance,Supportive
G5B50_05700,GntR family transcriptional regulator,Lactose tolerance,Supportive
G5B50_07365,LacI family transcriptional regulator,Lactose tolerance,Supportive
G5B50_00660,LacI family transcriptional regulator,Lactose tolerance,Supportive
G5B50_04610,LacI family transcriptional regulator,Lactose tolerance,Supportive
G5B50_03345,LacI family transcriptional regulator,Lactose tolerance,Supportive
M594_08025,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
M594_00600,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
SLLFYP71_01387,DNA-binding transcriptional regulator CytR,Lactose tolerance,Supportive
FYJ82_04070,LacI family transcriptional regulator,Lactose tolerance,Supportive
FYJ82_00140,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
FYJ82_06640,LacI family transcriptional regulator,Lactose tolerance,Supportive
SMNM65_16270,LacI family transcriptional regulator,Lactose tolerance,Supportive
H8787_05340,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
H8787_09505,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
H8787_02350,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
H8787_02500,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
FDP16_00630,LacI family transcriptional regulator,Lactose tolerance,Supportive
FDP16_07005,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
FDP16_09465,LacI family transcriptional regulator,Lactose tolerance,Supportive
FFV08_00640,LacI family transcriptional regulator,Lactose tolerance,Supportive
FFV08_07110,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
FFV08_09620,LacI family transcriptional regulator,Lactose tolerance,Supportive
HW271_01995,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HW271_00445,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HW271_02270,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HRJ33_03385,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HRE59_04255,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HRE59_01310,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HRE60_04830,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HRE60_06220,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HRE60_08265,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
FPL13_02195,LacI family transcriptional regulator,Lactose tolerance,Supportive
FPL13_04365,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
FPL13_01475,LacI family transcriptional regulator,Lactose tolerance,Supportive
FPL13_09605,LacI family transcriptional regulator,Lactose tolerance,Supportive
I5V48_11195,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
I6G43_06740,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
I6G42_03000,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
I6H78_04755,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
I6H78_07740,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
STHERMO_1110,"Maltose operon transcriptional repressor MalR, LacI family",Lactose tolerance,Supportive
H1B29_01290,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
H1B29_04980,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
H1B29_03045,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GEZ98_05635,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GEZ71_07030,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GEZ71_08875,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GEZ89_00475,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GEZ89_07040,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GEZ98_06860,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GEZ98_08375,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GEZ89_03855,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GMC24_03190,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GMC24_05460,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GMC73_09395,GntR family transcriptional regulator,Lactose tolerance,Supportive
GMC73_09320,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GM545_12615,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GMC24_07065,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GMC94_02095,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
GM545_12450,Substrate-binding domain-containing protein,Lactose tolerance,Contextual
E5983_04285,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
E5983_08550,Transcriptional regulator LacI/GalR-like sensor domain-containing protein,Lactose tolerance,Supportive
E5983_06805,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
E5983_03925,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HF992_07475,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HF992_00875,Extracellular solute-binding protein,Lactose tolerance,Contextual
HF992_04810,LacI family transcriptional regulator,Lactose tolerance,Supportive
HF992_11430,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HF992_03905,LacI family transcriptional regulator,Lactose tolerance,Supportive
HF992_03680,LacI family transcriptional regulator,Lactose tolerance,Supportive
HF992_04960,LacI family transcriptional regulator,Lactose tolerance,Supportive
HHO37_01805,LacI family transcriptional regulator,Lactose tolerance,Supportive
HHO37_02465,LacI family transcriptional regulator,Lactose tolerance,Supportive
HHO37_05920,LacI family transcriptional regulator,Lactose tolerance,Supportive
HHO37_08480,LacI family transcriptional regulator,Lactose tolerance,Supportive
HHO37_03710,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HF881_05080,LacI family transcriptional regulator,Lactose tolerance,Supportive
HF881_08395,LacI family transcriptional regulator,Lactose tolerance,Supportive
HF881_03975,LacI family transcriptional regulator,Lactose tolerance,Supportive
HF881_09160,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HZY93_01980,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HZY93_02335,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HZY93_07230,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HZY94_01430,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HZY94_05170,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HZY94_05845,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HZY93_01920,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HZY94_09270,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
C4618_05715,LacI family transcriptional regulator,Lactose tolerance,Supportive
AX245_07830,LacI family transcriptional regulator,Lactose tolerance,Supportive
SMU82_08076,Putative transcriptional regulator,Lactose tolerance,Supportive
SMU82_06934,Catabolite control protein A,Lactose tolerance,Contextual
SMU82_04448,LacI family regulatory protein,Lactose tolerance,Supportive
SMU82_06344,LacI family transcription regulator,Lactose tolerance,Supportive
SMU82_08987,Sucrose operon repressor,Lactose tolerance,Contextual
SMU82_05597,Galactose operon repressor GalR,Lactose tolerance,Contextual
WA04_07430,LacI family transcriptional regulator,Lactose tolerance,Supportive
FOC72_08685,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
FOC72_07985,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
FOC72_10880,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
STHERMO_1109,"Maltose operon transcriptional repressor MalR, LacI family",Lactose tolerance,Supportive
STHERMO_1074,"Maltose operon transcriptional repressor MalR, LacI family",Lactose tolerance,Supportive
STHERMO_1075,"Maltose operon transcriptional repressor MalR, LacI family",Lactose tolerance,Supportive
CECT5772_09707,LacI family regulatory protein,Lactose tolerance,Supportive
CECT5772_09162,Catabolite control protein A,Lactose tolerance,Contextual
CECT5772_09977,LacI family transcriptional regulator,Lactose tolerance,Supportive
CECT5772_05763,"Regulatory protein, LacI",Lactose tolerance,Supportive
CECT5772_05578,Sucrose operon repressor,Lactose tolerance,Contextual
CECT5772_03019,GntR family regulatory protein,Lactose tolerance,Supportive
CECT5772_03856,Ribose operon repressor,Lactose tolerance,Contextual
CECT5772_03494,LacI family regulatory protein,Lactose tolerance,Supportive
CECT5772_03784,HTH-type transcriptional regulator GalR,Lactose tolerance,Supportive
CECT5772_02593,Transcriptional regulator LacI family protein,Lactose tolerance,Supportive
E7156_05560,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
E7156_03365,LacI family transcriptional regulator,Lactose tolerance,Supportive
E7156_00475,LacI family transcriptional regulator,Lactose tolerance,Supportive
E7156_00670,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
E7156_10315,LacI family transcriptional regulator,Lactose tolerance,Supportive
HXK00_03430,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
HXK00_06100,LacI family DNA-binding transcriptional regulator,Lactose tolerance,Supportive
